,n,Session,location.seconds.Unix,location.millis,location.gpstime,location.lat,location.lon,location.alt,location.track,location.speed.M-S,location.acc,location.nsats
269,270,13700,1457881346,489,1457881347.0,41.13843169,-8.61056917,56.6,4.0,9.0,,
270,271,13700,1457881348,506,1457881349.0,41.13842659,-8.61056456,56.6,4.0,9.0,,
271,272,13700,1457881349,985,1457881351.0,41.13842599,-8.61056425,56.8,4.0,9.0,,
272,273,13700,1457881351,100,1457881352.0,41.13842604,-8.61056425,56.8,4.0,9.0,,
273,274,13700,1457881353,493,1457881354.0,41.13842618,-8.61056427,56.8,4.0,9.0,,
274,275,13700,1457881355,495,1457881356.0,41.13842645,-8.61056578,57.0,4.0,9.0,,
275,276,13700,1457881357,500,1457881358.0,41.13842637,-8.61056566,56.9,4.0,9.0,,
276,277,13700,1457881358,965,1457881360.0,41.1384266,-8.6105666,57.1,10.0,10.0,,
277,278,13700,1457881360,501,1457881361.0,41.13842684,-8.61056722,57.1,10.0,10.0,,
278,279,13700,1457881362,498,1457881363.0,41.13842712,-8.61056758,57.2,10.0,10.0,,
279,280,13700,1457881364,495,1457881365.0,41.13842708,-8.61056617,57.1,10.0,10.0,,
280,281,13700,1457881365,992,1457881367.0,41.13842699,-8.61056544,57.2,10.0,10.0,,
281,282,13700,1457881367,512,1457881368.0,41.13842699,-8.61056543,57.2,9.0,10.0,,
282,283,13700,1457881369,496,1457881370.0,41.13842701,-8.61056531,57.2,10.0,10.0,,
283,284,13700,1457881371,80,1457881372.0,41.13842696,-8.61056511,57.2,10.0,10.0,,
284,285,13700,1457881372,8,1457881373.0,41.13842706,-8.61056521,57.3,10.0,10.0,,
285,286,13700,1457881373,20,1457881374.0,41.13842713,-8.61056534,57.3,10.0,10.0,,
286,287,13700,1457881374,561,1457881375.0,41.13842717,-8.6105654,57.3,10.0,10.0,,
287,288,13700,1457881376,491,1457881377.0,41.13842723,-8.61056548,57.3,11.0,10.0,,
288,289,13700,1457881378,494,1457881379.0,41.13842724,-8.61056543,57.3,11.0,10.0,,
289,290,13700,1457881380,494,1457881381.0,41.13842723,-8.61056541,57.3,11.0,10.0,,
290,291,13700,1457881382,13,1457881383.0,41.13842722,-8.6105654,57.3,11.0,10.0,,
291,292,13700,1457881383,527,1457881384.0,41.13842985,-8.61056292,57.3,57.3,0.25,12.0,10.0
292,293,13700,1457881385,495,1457881386.0,41.1384565,-8.61054104,58.2,29.7,1.25,12.0,10.0
293,294,13700,1457881387,505,1457881388.0,41.13849343,-8.61049026,58.5,46.3,2.25,11.0,10.0
294,295,13700,1457881389,493,1457881390.0,41.13851716,-8.61043832,58.8,57.4,2.0,11.0,10.0
295,296,13700,1457881390,943,1457881392.0,41.13852044,-8.61042416,57.9,10.0,10.0,,
296,297,13700,1457881392,498,1457881393.0,41.13851983,-8.61042562,57.8,10.0,10.0,,
297,298,13700,1457881394,487,1457881395.0,41.13851876,-8.61042449,57.9,11.0,10.0,,
298,299,13700,1457881396,497,1457881397.0,41.13852168,-8.61037638,50.4,67.0,0.75,11.0,10.0
299,300,13700,1457881398,30,1457881399.0,41.13852611,-8.61030152,53.1,74.0,1.5,11.0,10.0
300,301,13700,1457881399,519,1457881400.0,41.13852878,-8.61027599,54.7,74.0,1.25,11.0,10.0
301,302,13700,1457881401,502,1457881402.0,41.1385348,-8.61023937,54.2,66.6,1.0,12.0,9.0
302,303,13700,1457881403,504,1457881404.0,41.13853715,-8.61023349,56.4,66.6,0.25,13.0,9.0
303,304,13700,1457881405,66,1457881406.0,41.13854809,-8.61022287,57.9,66.6,0.75,11.0,9.0
304,305,13700,1457881406,607,1457881407.0,41.13855462,-8.61021147,58.0,63.1,0.75,11.0,9.0
305,306,13700,1457881408,487,1457881409.0,41.1385751,-8.61018063,58.3,53.7,1.0,8.0,9.0
306,307,13700,1457881410,493,1457881411.0,41.13858544,-8.61016064,58.1,7.0,10.0,,
307,308,13700,1457881412,509,1457881413.0,41.13858142,-8.61015589,57.4,6.0,11.0,,
308,309,13700,1457881414,12,1457881415.0,41.1385656,-8.61015645,55.5,7.0,11.0,,
309,310,13700,1457881415,552,1457881416.0,41.13855985,-8.61015544,54.7,8.0,11.0,,
310,311,13700,1457881417,509,1457881418.0,41.13855135,-8.61015619,53.9,8.0,10.0,,
311,312,13700,1457881419,483,1457881420.0,41.13855302,-8.61015352,53.8,46.9,0.25,7.0,10.0
312,313,13700,1457881421,498,1457881422.0,41.13857396,-8.6101225,53.9,56.7,1.5,5.0,10.0
313,314,13700,1457881422,967,1457881424.0,41.13859836,-8.61008892,53.7,62.1,1.25,5.0,11.0
314,315,13700,1457881424,484,1457881425.0,41.13860918,-8.61008522,54.0,5.0,11.0,,
315,316,13700,1457881426,517,1457881427.0,41.13862048,-8.61008005,53.9,4.0,11.0,,
316,317,13700,1457881428,510,1457881429.0,41.13862661,-8.61007903,54.2,4.0,11.0,,
317,318,13700,1457881430,31,1457881431.0,41.13862863,-8.61007891,53.7,4.0,11.0,,
318,319,13700,1457881431,116,1457881432.0,41.13862717,-8.61007835,53.4,4.0,11.0,,
319,320,13700,1457881433,492,1457881434.0,41.13861085,-8.61006962,53.2,5.0,11.0,,
320,321,13700,1457881435,496,1457881436.0,41.13860281,-8.61006587,53.1,5.0,10.0,,
321,322,13700,1457881437,510,1457881438.0,41.13860177,-8.61006503,53.2,6.0,10.0,,
322,323,13700,1457881438,977,1457881440.0,41.13860271,-8.61006508,53.3,6.0,10.0,,
323,324,13700,1457881440,510,1457881441.0,41.13860323,-8.61006519,53.3,6.0,10.0,,
324,325,13700,1457881442,562,1457881443.0,41.13860387,-8.61006531,53.3,6.0,10.0,,
325,326,13700,1457881443,972,1457881445.0,41.13860407,-8.61006534,53.3,5.0,10.0,,
326,327,13700,1457881445,32,1457881446.0,41.13860413,-8.61006535,53.3,5.0,10.0,,
327,328,13700,1457881445,939,1457881447.0,41.13860421,-8.61006539,53.3,4.0,11.0,,
328,329,13700,1457881446,937,1457881448.0,41.1386043,-8.61006546,53.3,4.0,11.0,,
329,330,13700,1457881447,942,1457881449.0,41.13860439,-8.61006553,53.3,4.0,11.0,,
330,331,13700,1457881448,936,1457881450.0,41.13860446,-8.6100656,53.3,4.0,11.0,,
331,332,13700,1457881449,939,1457881451.0,41.13860468,-8.61006577,53.4,4.0,11.0,,
332,333,13700,1457881450,929,1457881452.0,41.13860472,-8.61006581,53.4,4.0,11.0,,
333,334,13700,1457881451,931,1457881453.0,41.13860485,-8.61006586,53.4,5.0,11.0,,
334,335,13700,1457881452,942,1457881454.0,41.13860485,-8.61006583,53.4,5.0,11.0,,
335,336,13700,1457881453,936,1457881455.0,41.13860479,-8.61006577,53.4,6.0,11.0,,
336,337,13700,1457881454,980,1457881456.0,41.13860473,-8.61006573,53.4,6.0,11.0,,
337,338,13700,1457881455,936,1457881457.0,41.1386047,-8.6100657,53.4,7.0,11.0,,
338,339,13700,1457881456,943,1457881458.0,41.13860478,-8.61006572,53.4,7.0,11.0,,
339,340,13700,1457881457,946,1457881459.0,41.13860479,-8.61006574,53.4,6.0,11.0,,
340,341,13700,1457881458,974,1457881460.0,41.13860479,-8.61006576,53.4,6.0,11.0,,
341,342,13700,1457881459,940,1457881461.0,41.13860511,-8.61006603,53.4,6.0,11.0,,
342,343,13700,1457881460,942,1457881462.0,41.13860545,-8.61006628,53.5,6.0,11.0,,
343,344,13700,1457881461,930,1457881463.0,41.13860572,-8.61006646,53.5,5.0,11.0,,
344,345,13700,1457881462,948,1457881464.0,41.13860626,-8.61006686,53.5,5.0,11.0,,
345,346,13700,1457881464,41,1457881465.0,41.13860652,-8.61006706,53.5,5.0,11.0,,
346,347,13700,1457881464,941,1457881466.0,41.13860661,-8.61006711,53.5,5.0,11.0,,
347,348,13700,1457881465,930,1457881467.0,41.13860664,-8.61006708,53.5,5.0,11.0,,
348,349,13700,1457881466,934,1457881468.0,41.13860661,-8.61006704,53.5,5.0,11.0,,
349,350,13700,1457881467,951,1457881469.0,41.1386066,-8.61006703,53.5,5.0,11.0,,
350,351,13700,1457881468,939,1457881470.0,41.13860686,-8.61006721,53.6,5.0,11.0,,
351,352,13700,1457881469,933,1457881471.0,41.13860696,-8.61006731,53.6,4.0,11.0,,
352,353,13700,1457881470,941,1457881472.0,41.13860699,-8.61006738,53.6,4.0,11.0,,
353,354,13700,1457881471,936,1457881473.0,41.138607,-8.61006745,53.6,4.0,11.0,,
354,355,13700,1457881472,942,1457881474.0,41.13860702,-8.61006751,53.6,4.0,11.0,,
355,356,13700,1457881473,938,1457881475.0,41.1386071,-8.6100676,53.6,4.0,11.0,,
356,357,13700,1457881474,943,1457881476.0,41.13860719,-8.61006768,53.6,4.0,11.0,,
357,358,13700,1457881475,939,1457881477.0,41.13860723,-8.61006773,53.6,4.0,10.0,,
358,359,13700,1457881476,931,1457881478.0,41.138608,-8.61006609,53.6,62.1,0.25,4.0,10.0
359,360,13700,1457881477,939,1457881479.0,41.13861243,-8.61006199,54.3,62.1,0.5,4.0,10.0
360,361,13700,1457881478,944,1457881480.0,41.13861985,-8.61005179,54.6,53.8,0.75,9.0,10.0
361,362,13700,1457881479,938,1457881481.0,41.13863457,-8.61002868,56.2,54.8,1.75,10.0,10.0
362,363,13700,1457881480,931,1457881482.0,41.13864613,-8.61001011,56.8,56.5,1.5,10.0,10.0
363,364,13700,1457881481,998,1457881483.0,41.1386544,-8.60999223,58.1,65.8,1.25,9.0,10.0
364,365,13700,1457881483,521,1457881484.0,41.13865984,-8.6099767,57.8,73.6,1.25,10.0,10.0
365,366,13700,1457881485,494,1457881486.0,41.13866262,-8.60997065,57.5,9.0,10.0,,
366,367,13700,1457881486,971,1457881488.0,41.1386667,-8.60996833,57.6,9.0,10.0,,
367,368,13700,1457881488,483,1457881489.0,41.13866884,-8.60996693,57.8,9.0,10.0,,
368,369,13700,1457881490,484,1457881491.0,41.13867259,-8.6099637,58.2,9.0,10.0,,
369,370,13700,1457881492,491,1457881493.0,41.13867412,-8.60996222,58.0,9.0,10.0,,
370,371,13700,1457881494,6,1457881495.0,41.13867457,-8.60996527,57.6,9.0,10.0,,
371,372,13700,1457881495,532,1457881496.0,41.13867465,-8.60996694,57.5,9.0,10.0,,
372,373,13700,1457881497,486,1457881498.0,41.13867517,-8.60996913,57.5,9.0,10.0,,
373,374,13700,1457881499,501,1457881500.0,41.13867539,-8.60996986,57.5,10.0,10.0,,
374,375,13700,1457881501,22,1457881502.0,41.13867538,-8.60996997,57.5,10.0,10.0,,
375,376,13700,1457881502,550,1457881503.0,41.13867538,-8.60996997,57.5,10.0,10.0,,
376,377,13700,1457881504,506,1457881505.0,41.13867573,-8.6099702,57.5,9.0,10.0,,
377,378,13700,1457881506,501,1457881507.0,41.13867598,-8.60997026,57.5,9.0,10.0,,
378,379,13700,1457881508,505,1457881509.0,41.13867647,-8.60997032,57.6,9.0,10.0,,
379,380,13700,1457881510,43,1457881511.0,41.13867687,-8.60997035,57.6,9.0,10.0,,
380,381,13700,1457881511,111,1457881512.0,41.13867949,-8.60995971,57.3,72.3,1.0,10.0,10.0
381,382,13700,1457881512,946,1457881514.0,41.13869723,-8.60992074,58.4,60.1,1.5,4.0,10.0
382,383,13700,1457881513,935,1457881515.0,41.13870893,-8.60990087,58.1,53.2,1.75,4.0,10.0
383,384,13700,1457881514,946,1457881516.0,41.13872089,-8.60988035,58.4,51.4,1.75,4.0,10.0
384,385,13700,1457881515,945,1457881517.0,41.13873281,-8.60985951,58.4,51.9,1.75,4.0,10.0
385,386,13700,1457881516,941,1457881518.0,41.1387448,-8.60983853,58.7,54.5,1.75,4.0,10.0
386,387,13700,1457881517,938,1457881519.0,41.13875894,-8.60981613,58.5,51.0,1.75,4.0,10.0
387,388,13700,1457881518,949,1457881520.0,41.13877226,-8.60979636,58.3,50.5,1.75,3.0,10.0
388,389,13700,1457881519,943,1457881521.0,41.13878335,-8.60978022,58.0,47.8,1.5,3.0,10.0
389,390,13700,1457881520,935,1457881522.0,41.13878277,-8.60978027,58.7,3.0,10.0,,
390,391,13700,1457881521,966,1457881523.0,41.13878459,-8.60977787,58.9,3.0,10.0,,
391,392,13700,1457881522,944,1457881524.0,41.1387851,-8.60977486,58.8,3.0,10.0,,
392,393,13700,1457881523,949,1457881525.0,41.1387845,-8.60977318,59.1,3.0,10.0,,
393,394,13700,1457881524,945,1457881526.0,41.13878424,-8.60977103,59.1,3.0,10.0,,
394,395,13700,1457881525,950,1457881527.0,41.13878424,-8.60976851,58.7,3.0,10.0,,
395,396,13700,1457881527,24,1457881528.0,41.13878399,-8.60976695,58.7,3.0,9.0,,
396,397,13700,1457881527,943,1457881529.0,41.13878324,-8.60976561,58.7,3.0,9.0,,
397,398,13700,1457881528,951,1457881530.0,41.13878378,-8.60976375,58.7,47.8,0.25,3.0,9.0
398,399,13700,1457881529,943,1457881531.0,41.13878966,-8.60975208,59.0,53.1,1.0,3.0,9.0
399,400,13700,1457881530,937,1457881532.0,41.13880086,-8.6097317,58.4,52.3,1.5,3.0,9.0
400,401,13700,1457881531,951,1457881533.0,41.13882814,-8.6096862,58.6,51.6,4.0,3.0,9.0
401,402,13700,1457881532,949,1457881534.0,41.13885488,-8.60964403,59.2,50.2,4.25,3.0,9.0
402,403,13700,1457881533,956,1457881535.0,41.13888151,-8.60960381,59.7,48.7,4.0,3.0,9.0
403,404,13700,1457881534,944,1457881536.0,41.13890957,-8.60956646,60.5,46.2,4.0,4.0,9.0
404,405,13700,1457881535,940,1457881537.0,41.13893338,-8.60953192,60.5,47.6,3.75,3.0,9.0
405,406,13700,1457881536,955,1457881538.0,41.13894241,-8.60951626,60.8,50.6,1.75,4.0,9.0
406,407,13700,1457881537,946,1457881539.0,41.13894433,-8.60951012,60.8,50.6,0.75,4.0,9.0
407,408,13700,1457881538,942,1457881540.0,41.13894538,-8.60950429,61.2,50.6,0.5,4.0,9.0
408,409,13700,1457881539,944,1457881541.0,41.1389464,-8.60949804,62.2,50.6,0.5,4.0,9.0
409,410,13700,1457881540,938,1457881542.0,41.13894567,-8.60948209,61.2,87.3,1.0,4.0,9.0
410,411,13700,1457881541,944,1457881543.0,41.13894196,-8.6094605,62.2,98.5,1.25,4.0,9.0
411,412,13700,1457881542,949,1457881544.0,41.13893637,-8.60943527,62.6,106.0,1.5,4.0,9.0
412,413,13700,1457881543,957,1457881545.0,41.13893153,-8.60941924,61.9,111.7,1.0,4.0,9.0
413,414,13700,1457881544,948,1457881546.0,41.13892712,-8.60940879,62.2,120.2,0.75,5.0,9.0
414,415,13700,1457881545,949,1457881547.0,41.13892684,-8.60940452,63.0,4.0,9.0,,
415,416,13700,1457881547,4,1457881548.0,41.13892273,-8.60939696,62.9,120.2,0.75,4.0,9.0
416,417,13700,1457881547,945,1457881549.0,41.13891565,-8.60938631,63.3,131.4,1.0,5.0,9.0
417,418,13700,1457881548,945,1457881550.0,41.13890877,-8.60936121,63.0,115.6,1.5,4.0,9.0
418,419,13700,1457881549,950,1457881551.0,41.1389048,-8.60931267,63.4,99.7,3.0,4.0,10.0
419,420,13700,1457881550,938,1457881552.0,41.1389103,-8.6092715,63.1,85.0,2.75,4.0,10.0
420,421,13700,1457881551,954,1457881553.0,41.13892233,-8.60923854,63.0,68.6,2.5,4.0,10.0
421,422,13700,1457881552,953,1457881554.0,41.13893822,-8.60921436,62.5,53.6,2.25,4.0,10.0
422,423,13700,1457881554,522,1457881555.0,41.13894923,-8.60920097,62.5,47.1,1.5,4.0,10.0
423,424,13700,1457881556,498,1457881557.0,41.13896035,-8.60918699,62.8,45.7,0.5,4.0,10.0
424,425,13700,1457881558,33,1457881559.0,41.13896058,-8.60918494,63.7,4.0,10.0,,
425,426,13700,1457881559,588,1457881560.0,41.13896078,-8.60918504,64.0,4.0,10.0,,
426,427,13700,1457881561,500,1457881562.0,41.13896113,-8.6091824,64.3,3.0,10.0,,
427,428,13700,1457881563,492,1457881564.0,41.13895804,-8.60917528,64.6,3.0,10.0,,
428,429,13700,1457881565,513,1457881566.0,41.13895493,-8.60916806,64.8,3.0,10.0,,
429,430,13700,1457881566,980,1457881568.0,41.13895277,-8.60916149,64.8,4.0,10.0,,
430,431,13700,1457881567,986,1457881569.0,41.13895193,-8.6091588,64.9,5.0,10.0,,
431,432,13700,1457881568,973,1457881570.0,41.13895153,-8.60915736,64.8,5.0,10.0,,
432,433,13700,1457881570,484,1457881571.0,41.13895131,-8.60915661,64.8,5.0,10.0,,
433,434,13700,1457881572,487,1457881573.0,41.13895112,-8.60915597,64.8,5.0,9.0,,
434,435,13700,1457881574,21,1457881575.0,41.13895106,-8.60915575,64.8,4.0,9.0,,
435,436,13700,1457881575,546,1457881576.0,41.13895104,-8.6091557,64.8,4.0,9.0,,
436,437,13700,1457881577,504,1457881578.0,41.13895105,-8.60915564,64.8,5.0,9.0,,
437,438,13700,1457881579,488,1457881580.0,41.13895103,-8.60915558,64.8,6.0,9.0,,
438,439,13700,1457881581,524,1457881582.0,41.13896269,-8.60914506,65.8,35.8,0.75,6.0,9.0
439,440,13700,1457881582,985,1457881584.0,41.13900111,-8.60911663,65.9,23.0,2.0,4.0,9.0
440,441,13700,1457881584,506,1457881585.0,41.13902555,-8.60910654,66.2,18.7,2.0,4.0,9.0
441,442,13700,1457881586,520,1457881587.0,41.1390678,-8.60910153,66.5,6.5,1.75,4.0,9.0
442,443,13700,1457881588,500,1457881589.0,41.13910206,-8.60910886,65.1,353.9,1.75,4.0,9.0
443,444,13700,1457881590,47,1457881591.0,41.13913644,-8.60912333,64.2,349.3,1.75,4.0,9.0
444,445,13700,1457881591,190,1457881592.0,41.13914034,-8.60913067,63.6,4.0,10.0,,
445,446,13700,1457881593,541,1457881594.0,41.13914273,-8.60913737,62.8,3.0,10.0,,
446,447,13700,1457881595,522,1457881596.0,41.13914405,-8.60914073,62.6,3.0,10.0,,
447,448,13700,1457881597,540,1457881598.0,41.13914646,-8.60914412,61.9,4.0,10.0,,
448,449,13700,1457881598,999,1457881600.0,41.13915157,-8.60914659,62.2,4.0,10.0,,
449,450,13700,1457881600,504,1457881601.0,41.13915351,-8.60914826,61.6,4.0,10.0,,
450,451,13700,1457881602,496,1457881603.0,41.13915692,-8.60915242,61.5,4.0,11.0,,
451,452,13700,1457881604,540,1457881605.0,41.13915734,-8.60915405,61.4,5.0,11.0,,
452,453,13700,1457881606,38,1457881607.0,41.13915796,-8.6091549,61.6,5.0,11.0,,
453,454,13700,1457881607,564,1457881608.0,41.13915817,-8.6091552,61.6,5.0,11.0,,
454,455,13700,1457881609,499,1457881610.0,41.13916253,-8.60915665,61.6,349.3,0.5,5.0,11.0
455,456,13700,1457881611,117,1457881612.0,41.13918287,-8.60916374,61.4,342.4,0.75,4.0,11.0
456,457,13700,1457881613,529,1457881614.0,41.13919466,-8.60917524,63.0,4.0,11.0,,
457,458,13700,1457881614,996,1457881616.0,41.13920112,-8.60918073,63.1,4.0,11.0,,
458,459,13700,1457881616,534,1457881617.0,41.13919999,-8.60918199,62.8,4.0,11.0,,
459,460,13700,1457881618,494,1457881619.0,41.139205,-8.60918575,62.7,342.4,0.5,4.0,11.0
460,461,13700,1457881620,512,1457881621.0,41.13922639,-8.60919604,62.4,343.9,1.0,4.0,11.0
461,462,13700,1457881622,29,1457881623.0,41.13925912,-8.60920762,62.5,345.7,1.25,3.0,11.0
462,463,13700,1457881623,533,1457881624.0,41.13927016,-8.60921147,61.8,346.8,1.0,4.0,11.0
463,464,13700,1457881625,495,1457881626.0,41.13929921,-8.60922083,60.4,346.6,1.25,4.0,11.0
464,465,13700,1457881627,508,1457881628.0,41.13932689,-8.60922913,58.5,347.9,1.25,4.0,11.0
465,466,13700,1457881629,507,1457881630.0,41.1393524,-8.60923514,58.4,349.6,1.0,4.0,11.0
466,467,13700,1457881630,985,1457881632.0,41.13936204,-8.60923678,57.8,4.0,11.0,,
467,468,13700,1457881632,524,1457881633.0,41.13936406,-8.60923724,57.8,4.0,11.0,,
468,469,13700,1457881634,145,1457881635.0,41.13937068,-8.60924007,57.9,4.0,11.0,,
469,470,13700,1457881636,514,1457881637.0,41.13938225,-8.60924558,59.4,4.0,10.0,,
470,471,13700,1457881638,28,1457881639.0,41.13939853,-8.60925286,61.1,4.0,10.0,,
471,472,13700,1457881639,553,1457881640.0,41.13940485,-8.60925577,61.4,4.0,10.0,,
472,473,13700,1457881641,491,1457881642.0,41.13941156,-8.60925969,61.4,4.0,11.0,,
473,474,13700,1457881643,501,1457881644.0,41.13941717,-8.60925797,62.1,4.0,11.0,,
474,475,13700,1457881645,542,1457881646.0,41.13944318,-8.60926803,62.0,343.9,1.5,3.0,11.0
475,476,13700,1457881647,1,1457881648.0,41.13949104,-8.60928164,62.6,346.9,2.5,4.0,11.0
476,477,13700,1457881648,519,1457881649.0,41.13951392,-8.60928849,62.0,346.3,2.25,4.0,11.0
477,478,13700,1457881650,493,1457881651.0,41.13953201,-8.60928274,61.7,3.0,11.0,,
478,479,13700,1457881652,501,1457881653.0,41.13953856,-8.60927393,62.7,3.0,11.0,,
479,480,13700,1457881654,51,1457881655.0,41.13954308,-8.60926786,63.8,3.0,11.0,,
480,481,13700,1457881655,543,1457881656.0,41.13954358,-8.60926727,64.1,3.0,11.0,,
481,482,13700,1457881657,496,1457881658.0,41.1395472,-8.60926633,64.4,345.8,0.25,3.0,11.0
482,483,13700,1457881659,484,1457881660.0,41.13956608,-8.60926943,63.0,350.7,1.0,4.0,11.0
483,484,13700,1457881661,536,1457881662.0,41.13962259,-8.6092875,64.0,346.4,2.5,3.0,11.0
484,485,13700,1457881662,992,1457881664.0,41.13966661,-8.60930369,63.6,345.8,2.0,4.0,11.0
485,486,13700,1457881664,517,1457881665.0,41.13968726,-8.60931102,64.7,346.1,2.0,4.0,11.0
486,487,13700,1457881666,494,1457881667.0,41.13972201,-8.60932352,64.2,345.3,1.75,3.0,11.0
487,488,13700,1457881668,510,1457881669.0,41.1397278,-8.60933117,63.7,3.0,11.0,,
488,489,13700,1457881670,45,1457881671.0,41.1397297,-8.60933676,62.8,4.0,11.0,,
489,490,13700,1457881671,144,1457881672.0,41.13973001,-8.60933867,62.6,4.0,11.0,,
490,491,13700,1457881673,494,1457881674.0,41.13972976,-8.60934002,62.5,4.0,11.0,,
491,492,13700,1457881675,505,1457881676.0,41.13973069,-8.60934218,62.0,5.0,11.0,,
492,493,13700,1457881677,555,1457881678.0,41.13973253,-8.6093457,61.4,6.0,11.0,,
493,494,13700,1457881679,1,1457881680.0,41.13973417,-8.60934829,61.3,6.0,11.0,,
494,495,13700,1457881680,530,1457881681.0,41.13973449,-8.60934891,61.2,6.0,10.0,,
495,496,13700,1457881682,489,1457881683.0,41.13973452,-8.60934939,61.2,5.0,10.0,,
496,497,13700,1457881684,500,1457881685.0,41.1397346,-8.60934953,61.2,5.0,11.0,,
497,498,13700,1457881686,29,1457881687.0,41.13973493,-8.60934969,61.3,5.0,11.0,,
498,499,13700,1457881687,569,1457881688.0,41.13973491,-8.60934974,61.3,5.0,11.0,,
499,500,13700,1457881689,499,1457881690.0,41.13973488,-8.60934979,61.2,5.0,11.0,,
500,501,13700,1457881691,111,1457881692.0,41.1397347,-8.60934985,61.2,6.0,11.0,,
501,502,13700,1457881692,56,1457881693.0,41.13973458,-8.60934986,61.2,6.0,11.0,,
502,503,13700,1457881693,65,1457881694.0,41.13973452,-8.60934987,61.2,6.0,11.0,,
503,504,13700,1457881694,620,1457881695.0,41.13973448,-8.60934985,61.2,6.0,11.0,,
504,505,13700,1457881696,531,1457881697.0,41.13973445,-8.60934981,61.2,7.0,11.0,,
505,506,13700,1457881698,498,1457881699.0,41.13973452,-8.60934981,61.2,6.0,11.0,,
506,507,13700,1457881700,513,1457881701.0,41.13973454,-8.6093498,61.2,6.0,11.0,,
507,508,13700,1457881702,27,1457881703.0,41.13973454,-8.60934975,61.2,5.0,11.0,,
508,509,13700,1457881703,543,1457881704.0,41.13973455,-8.60934971,61.2,5.0,11.0,,
509,510,13700,1457881705,513,1457881706.0,41.13973457,-8.60934966,61.2,5.0,11.0,,
510,511,13700,1457881707,502,1457881708.0,41.13973459,-8.60934964,61.2,5.0,11.0,,
511,512,13700,1457881709,536,1457881710.0,41.13973459,-8.60934963,61.2,5.0,11.0,,
512,513,13700,1457881710,994,1457881712.0,41.13973529,-8.60934984,61.1,5.0,11.0,,
513,514,13700,1457881712,516,1457881713.0,41.13974208,-8.60935488,61.9,5.0,11.0,,
514,515,13700,1457881714,491,1457881715.0,41.13974763,-8.6093605,62.3,6.0,11.0,,
515,516,13700,1457881716,519,1457881717.0,41.13975188,-8.60936864,63.2,6.0,11.0,,
516,517,13700,1457881718,77,1457881719.0,41.1397537,-8.6093759,63.4,6.0,11.0,,
517,518,13700,1457881719,558,1457881720.0,41.1397522,-8.60937875,63.1,6.0,11.0,,
518,519,13700,1457881721,497,1457881722.0,41.13975308,-8.60938651,62.8,6.0,11.0,,
519,520,13700,1457881723,509,1457881724.0,41.13975372,-8.60938899,62.3,7.0,11.0,,
520,521,13700,1457881725,526,1457881726.0,41.13975462,-8.60938992,62.2,8.0,11.0,,
521,522,13700,1457881727,67,1457881728.0,41.1397553,-8.60939036,62.3,8.0,11.0,,
522,523,13700,1457881728,533,1457881729.0,41.13975551,-8.60939051,62.3,9.0,11.0,,
523,524,13700,1457881730,488,1457881731.0,41.13975562,-8.60939067,62.2,9.0,11.0,,
524,525,13700,1457881732,504,1457881733.0,41.13975552,-8.60939072,62.2,9.0,11.0,,
525,526,13700,1457881734,33,1457881735.0,41.13975544,-8.60939075,62.2,8.0,11.0,,
526,527,13700,1457881735,551,1457881736.0,41.13975536,-8.60939074,62.1,8.0,11.0,,
527,528,13700,1457881737,538,1457881738.0,41.13975528,-8.60939075,62.1,7.0,11.0,,
528,529,13700,1457881739,507,1457881740.0,41.13975517,-8.60939075,62.1,7.0,11.0,,
529,530,13700,1457881741,522,1457881742.0,41.13975508,-8.60939072,62.1,7.0,11.0,,
530,531,13700,1457881743,7,1457881744.0,41.13975502,-8.60939066,62.0,8.0,11.0,,
531,532,13700,1457881744,541,1457881745.0,41.13975498,-8.60939062,62.0,8.0,11.0,,
532,533,13700,1457881746,491,1457881747.0,41.13975496,-8.60939055,62.0,9.0,11.0,,
533,534,13700,1457881748,516,1457881749.0,41.13975496,-8.6093905,62.0,9.0,11.0,,
534,535,13700,1457881750,23,1457881751.0,41.13975485,-8.60939045,62.0,10.0,10.0,,
535,536,13700,1457881751,160,1457881752.0,41.13975483,-8.60939045,62.0,9.0,10.0,,
536,537,13700,1457881752,961,1457881754.0,41.13975479,-8.6093905,62.0,9.0,10.0,,
537,538,13700,1457881753,990,1457881755.0,41.13975471,-8.60939052,61.9,10.0,10.0,,
538,539,13700,1457881755,520,1457881756.0,41.13975571,-8.6093905,61.9,10.0,10.0,,
539,540,13700,1457881757,565,1457881758.0,41.13977327,-8.60939038,63.0,349.8,1.0,7.0,10.0
540,541,13700,1457881759,76,1457881760.0,41.13984905,-8.60941001,63.7,347.5,3.75,4.0,10.0
541,542,13700,1457881760,559,1457881761.0,41.13989334,-8.60942169,63.9,347.0,4.25,4.0,10.0
542,543,13700,1457881762,126,1457881763.0,41.13998752,-8.60944519,63.5,347.3,5.0,4.0,10.0
543,544,13700,1457881764,514,1457881765.0,41.14008719,-8.60945053,62.6,355.1,3.75,4.0,11.0
544,545,13700,1457881766,40,1457881767.0,41.1400989,-8.60946885,61.4,343.9,0.75,4.0,11.0
545,546,13700,1457881766,963,1457881768.0,41.14009804,-8.60946697,62.1,4.0,11.0,,
546,547,13700,1457881767,981,1457881769.0,41.14010006,-8.60946938,60.2,4.0,11.0,,
547,548,13700,1457881769,499,1457881770.0,41.14010234,-8.60946968,60.7,3.0,11.0,,
